id,address,rooms_count,residents_count,cons_jan,cons_feb,cons_may,cons_apr,cons_mar,cons_jun,cons_jul,cons_aug,cons_sep,cons_oct,cons_nov,cons_dec,commercial,location,building_type_Гараж,building_type_Многоквартирный,building_type_Прочий,building_type_Частный,building_type_Дача
1001,"Краснодарский край, г Сочи, с Солохаул, ул Ноябрьская, д. 0 ",0.29478373494331395,0.0,0.47352827634573147,0.8177283172261667,0.8199156696460398,0.7936477910521532,0.8065059878649139,0.8196563733436009,0.8059810314484726,0.8098907464611399,0.818875231669021,0.8108304985102968,0.7981853350791974,0.7952287822236389,0,г Сочи,0,0,0,1,0
1002,"Краснодарский край, г Новороссийск, с Южная Озереевка, ул Южная, д. 27 ",0.9101338278424711,0.9619160359538188,0.48452466106696535,0.7687582119855499,0.8085119314267036,0.8272324816106028,0.8026334231241845,0.8104204472062577,0.7516656711942037,0.7829564271471318,0.7662156547056989,0.7665263788788675,0.7512663231701363,0.7271920253469498,0,г Новороссийск,0,0,0,1,0
1003,"Краснодарский край, г Новороссийск, ст-ца Раевская, ул Южная, д. 2 ",0.29478373494331395,0.2083678469455575,0.48151910305023193,0.7593468770435472,0.7885556191327526,0.8040724232280739,0.8049459470197332,0.7967727099271557,0.7552466882889496,0.7742565069056205,0.7485914180044004,0.7739099770999248,0.7782339851041344,0.7650639570555627,0,г Новороссийск,0,0,1,0,0
1004,"Краснодарский край, г Сочи, пос Лоо, ул Весенняя, д. 3 ",0.29478373494331395,0.470880288238894,0.2563646226307853,0.7476383521509278,0.7299394982280416,0.5814725277610904,0.6043458387279103,0.7337756751034085,0.8002232776809994,0.8653841025373189,0.8390851917050836,0.8465604527088918,0.7967902795058425,0.7464784750562898,0,г Сочи,0,0,0,1,0
1005,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 1 ",0.29478373494331395,0.0,0.328799672451461,0.24555636631276492,0.24936957965223402,0.24007353536078976,0.2414921307886148,0.5195203451421374,0.6862642661398668,0.778498576768761,0.763491540029495,0.7447226114069122,0.5684784713313555,0.3266986229254263,0,г Сочи,0,0,0,1,0
1006,"Краснодарский край, г Сочи, пос Лоо, ул Астраханская, д. 1 ",0.29478373494331395,0.0,0.5199609257984927,0.6319105811208697,0.6438154248098577,0.6517890766020124,0.6609730519378397,0.6453724523572587,0.6327924331882648,0.7955279668329129,0.8204403079977839,0.8038869384258347,0.6753937645398912,0.6430653458110377,0,г Сочи,0,0,0,1,0
1007,"Краснодарский край, г Новороссийск, ст-ца Раевская, ул Нижняя, д. 23 ",0.29478373494331395,0.7124143742160445,0.21947802453577603,0.8362425666413041,0.8494298019019846,0.8600508105181837,0.8700965535697438,0.8615400507682561,0.9168317236653728,0.8547681264674499,0.8270767119989328,0.8620705766302567,0.8819980989318411,0.8403419738122909,0,г Новороссийск,0,0,0,1,0
1008,"Краснодарский край, г Сочи, с Волковка, ул Надежная, д. 7 ",0.29478373494331395,0.0,0.4903104305267334,0.767848407241542,0.8143088536941638,0.7875223049127331,0.7666530540814016,0.8011209819394197,0.6685254138221364,0.6581710480694589,0.6212121028795385,0.6529792579498672,0.6850921539240772,0.7656335308186838,0,г Сочи,0,0,0,1,0
1009,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 33 ",0.29478373494331395,0.3562071871080222,0.40757113695144653,0.5636997439555769,0.571204125518731,0.5723583353878912,0.5851446203367318,0.5733662895945073,0.7361551818792029,0.8047583619345006,0.7812603879209509,0.7918355752042394,0.6432972671102827,0.5639294175788442,0,г Сочи,0,0,0,1,0
1010,"Краснодарский край, г Сочи, с Нижнее Учдере, снт Бриз, д. 210 ",0.0,0.0,0.43105393648147583,0.6288747398638541,0.7243517181567671,0.7293372470431995,0.6712231739057827,0.698309124584129,0.6271851244224008,0.6448342402438145,0.7332082003296947,0.6489924437325885,0.5703812565622839,0.6529672602897502,0,г Сочи,0,0,0,1,0
1011,"Краснодарский край, г Сочи, пос Н. Беранда, ул Главная, д. 9 7",0.6396585964720409,0.0,0.4193721356569621,0.7480184478416355,0.7036971961892244,0.6561182272637268,0.6528603278362339,0.7529397551060576,0.6522925387079174,0.7461853048882783,0.722793099140066,0.7974309441874813,0.8097526406055203,0.7815000995562827,0,г Сочи,0,0,0,1,0
1012,"Краснодарский край, г Сочи, п Головинка, ул Линейная, д. 6 ",0.7960457061029012,0.3562071871080222,0.38732174038887024,0.4984636746628913,0.3958884978294251,0.70744748812033,0.6616195083081396,0.7322411130701835,0.694686234507547,0.7305294484698929,0.7513310249759789,0.7212045297369317,0.646294506656156,0.6355864995873506,0,г Сочи,0,0,0,1,0
1013,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Единство, д. 13 ",0.4672211657076774,0.0,0.5918396305954525,0.4790189862251282,0.9569678771470207,0.8773316802152271,0.6137491163342781,0.7844621904746972,0.7925900805399079,0.8558521201325584,0.7895310855309676,0.7644683773511007,0.8419700670235961,0.8256734953041286,0,г Сочи,0,0,0,1,0
1014,"Краснодарский край, г Сочи, пос Вардане, пер Огородный, д. 11 353 жд на зем.участке",0.0,0.0,0.5089772939682007,0.8154018682400822,0.8170376868530829,0.8548644814207486,0.8551826498448712,0.8276059371256024,0.8142120072006531,0.8208887958741262,0.8374178836629725,0.7678737789594834,0.8098663899083807,0.8031736644560281,0,г Сочи,0,0,0,1,0
1015,"Краснодарский край, г Сочи, п Дагомыс, ул Батумское шоссе, д. 63 , кв. 10 ",0.29478373494331395,0.3562071871080222,0.20467860157236628,0.571332859347609,0.6028699935019557,0.6213482466422748,0.6288554784171425,0.6297676033408811,0.6234236024426769,0.6258145008988633,0.5834021045991529,0.5591484782766211,0.5392188322083119,0.5310492400301255,0,г Сочи,0,1,0,0,0
1016,"Краснодарский край, г Сочи, пос Нижняя Хобза, ул Верхнехобзинская, д. 21 ",0.29478373494331395,0.3562071871080222,0.5123428702354431,0.8202427529063082,0.832192460490008,0.8256684723889016,0.8302637130434126,0.8305996244426513,0.8099648171558472,0.7983158334739157,0.7714688072280496,0.7662545667909296,0.7795796646848395,0.7769707547510254,0,г Сочи,0,0,0,1,0
1017,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Победы, д. 0 ",0.29478373494331395,0.2083678469455575,0.4051061272621155,0.5789867315533277,0.5881704431390509,0.6456975317278936,0.43512363238228574,0.6334488001796054,0.7798290696002673,0.8220851111863584,0.8465523799465986,0.8240556865721945,0.7396965716754358,0.5284715400693545,0,г Сочи,0,0,1,0,0
1018,"Краснодарский край, г Сочи, пос Вардане, ул Львовская, д. 9 ",0.29478373494331395,0.3562071871080222,0.3626396656036377,0.4302535792605853,0.44154454287906075,0.4409739927400479,0.45680952214526915,0.451747768374375,0.695106198329123,0.8180602715924944,0.8546265717754137,0.8356353076128205,0.6564427526067611,0.4330491358789221,0,г Сочи,0,0,0,1,0
1019,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 9 ",0.29478373494331395,0.5645750340535796,0.42117738723754883,0.6075984788722752,0.642876237364232,0.6447253202749632,0.656323292164696,0.6611371871022236,0.7131915776731901,0.7541917552244933,0.750509584559583,0.745811444604722,0.6800175379771954,0.6387506540700494,0,г Сочи,0,0,0,1,0
1020,"Краснодарский край, г Сочи, п Дагомыс, ул Старошоссейная, д. 14 ",0.29478373494331395,0.3562071871080222,0.17459359355117393,0.724587810015687,0.7662561912409307,0.7694721570501851,0.748077949955907,0.7496460277268561,0.7064841629677993,0.8110803502950913,0.8268113149134572,0.8130079954606297,0.7625687913822456,0.7400863773887137,0,г Сочи,0,0,0,1,0
1021,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Свирская, д. 21 А",0.29478373494331395,0.3562071871080222,0.4935828447341919,0.7765081117919753,0.7538534792468643,0.7723178052317521,0.67541194923211,0.6758669866405171,0.6957029241587581,0.8531280426573733,0.8722648272040906,0.8442254395631875,0.7262868007761827,0.6855926290069675,0,г Сочи,0,0,0,1,0
1022,"Краснодарский край, г Сочи, пос Вардане, ул Львовская, д. 48 ",0.29478373494331395,0.7729428809991372,0.2749062644143563,0.8749237229241742,0.9228844202643515,0.9196208689563167,0.906954220072111,0.8509204098899946,0.7910428291366,0.8200167139025817,0.8396855045583858,0.8141108598424524,0.8442130311632389,0.8506366614274652,0,г Сочи,0,0,0,1,0
1023,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 37 ",0.29478373494331395,0.0,0.39643530268458704,0.35472834061713193,0.3461769539726464,0.3971626145708758,0.5182527176189954,0.6774501256253911,0.8012594878843637,0.8428416373946302,0.8440995694827708,0.830265094749482,0.8961051983586391,0.3793903249722471,0,г Сочи,0,0,0,1,0
1024,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 6 ",0.29478373494331395,0.0,0.7140368628301539,0.61691767330167,0.6528214661745779,0.6850719281774731,0.6891200207903608,0.6910365372612287,0.8410598183488338,0.8959772111376402,0.9320250138152615,0.8864422623262079,0.7087377217751374,0.670016966901474,0,г Сочи,0,0,0,1,0
1025,"Краснодарский край, р-н Белореченский, п Южный, ул Комарова, д. 16 ",0.29478373494331395,0.2083678469455575,0.29522019624710083,0.33145907521247864,0.6072511981048145,0.5678639111730174,0.5767742806062482,0.5504912169721049,0.47363980575946196,0.5318307283222589,0.5609976811087097,0.5275535281175677,0.5294618025681882,0.5234378796762561,0,п Южный,0,0,0,1,0
1026,"Краснодарский край, г Сочи, пос Вардане, ул Рассветная, д. 22 14",0.29478373494331395,0.0,0.5068449974060059,0.8034642968195017,0.8279104471774364,0.8348817651342666,0.8398150846399509,0.8050326940731409,0.810829679498174,0.8180458390002426,0.8301065980780671,0.8165818834664039,0.8425072879979187,0.8044430509006654,0,г Сочи,0,0,0,1,0
1027,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 66 А",0.29478373494331395,0.3562071871080222,0.4319561719894409,0.6337680779166611,0.621159624539945,0.6696681912641937,0.6694561509963093,0.6617869935462091,0.8549811515584327,0.8675819661132913,0.7745544993951655,0.8649925449052281,0.6738330000186027,0.6494542262930202,0,г Сочи,0,0,0,1,0
1028,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 8 ",0.29478373494331395,0.3562071871080222,0.4747874140739441,0.7334976971078588,0.7254960217444325,0.7572453904487702,0.754768218538705,0.7185782770977146,0.7808724611788025,0.8292907807872348,0.8018233831008891,0.7911696062025916,0.753975351484055,0.7188884007630119,0,г Сочи,0,0,0,1,0
1029,"Краснодарский край, р-н Анапский, с Сукко, пер Речной, д. 2 ",0.29478373494331395,0.3562071871080222,0.14591924839242487,0.7221297973768264,0.7683639049736884,0.7659150400238244,0.7786688434310947,0.7857319367834048,0.8297158185001107,0.833786433817197,0.8416539986595142,0.8082537094600071,0.8074258427322188,0.7618945509593591,0,с Сукко,0,0,0,1,0
1030,"Краснодарский край, г Сочи, аул Тхагапш, д. 0 ",0.29478373494331395,0.0,0.4593499650593027,0.7483733463198915,0.7554281131386286,0.766505520331647,0.759509821490996,0.7565355475015113,0.6687631018501384,0.7285153480988206,0.6752464925306428,0.6791913941678255,0.6789699275579496,0.7197358958933489,0,г Сочи,0,0,1,0,0
1031,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Одоевского, д. 61 а",0.29478373494331395,0.3562071871080222,0.30296483635902405,0.2514084900035633,0.2677157531759268,0.6970127351581014,0.1891105198091244,0.6545831231302163,0.8514260194818398,0.6939511355638538,0.6191577933715852,0.6723359823226929,0.7826387261522618,0.6561032651307417,0,г Сочи,0,0,0,1,0
1032,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Лазарева, д. 31 А",0.29478373494331395,0.3562071871080222,0.4278229151656935,0.558484876962849,0.5835695222880161,0.6402250796970729,0.4386882781982422,0.5640413540901814,0.6826458725680591,0.7385841021123366,0.7483106802334663,0.821306978737257,0.7071101554668442,0.5628050273852405,0,г Сочи,0,0,0,1,0
1033,"Краснодарский край, р-н Анапский, с Супсех, проезд Советский, д. 6 ",0.29478373494331395,0.0,0.25732669068942216,0.690169956032528,0.7382448064009739,0.7130264226004766,0.7264802485679902,0.7251793509914647,0.6724869060562899,0.6799503678144395,0.6383899025687336,0.6920753584274102,0.6810539437921646,0.6973445320796802,0,с Супсех,0,0,0,1,0
1034,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Багратиона, д. 5 б",0.29478373494331395,0.3562071871080222,0.30200329422950745,0.3474918603897095,0.7131280333367204,0.7363515499490574,0.7280649471029965,0.7772145077014352,0.8428413931919956,0.8634973524673969,0.8837233490420804,0.8718968230296653,0.8185383849427499,0.6940159596377472,0,г Сочи,0,0,0,1,0
1035,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Победы, д. 2 5",0.4672211657076774,0.0,0.5959869552088536,0.7276956417031863,0.6321130424401394,0.6815494133742118,0.7660316034382342,0.7529041714704583,0.7900627587265303,0.8307001949156527,0.807601771907189,0.8486237219386211,0.7796418019232493,0.7365953090411935,0,г Сочи,0,0,0,1,0
1036,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Победы, д. 205 ",0.4672211657076774,0.2083678469455575,0.31805571283736056,0.5905965547992986,0.6060200156769009,0.6115314133694227,0.6293057506480544,0.6095135143039722,0.6428891056860903,0.6910102113931728,0.682168576358878,0.7104618998635175,0.6488431362398598,0.6003121187891188,0,г Сочи,0,0,0,1,0
1037,"Краснодарский край, р-н Анапский, село Витязево, ул Строительная, д. 55 ",0.29478373494331395,0.0,0.41080121284621807,0.7554349470179711,0.7948711701804543,0.7842066295660174,0.7564420792364976,0.7874321053938528,0.7021405923700159,0.7383129517589647,0.7091580468472849,0.7317528110744714,0.7389904498724329,0.7625104067620269,0,село Витязево,0,0,0,1,0
1038,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Победы, д. 70 ",0.29478373494331395,0.3562071871080222,0.4424579441547394,0.6579752407612544,0.6678045831552814,0.7077660268126416,0.6978589023610119,0.6689150100156602,0.7356889996384061,0.7883688884865937,0.8240817878382054,0.8060867557171727,0.6711110897570003,0.6417139795220698,0,г Сочи,0,0,0,1,0
1039,"Краснодарский край, р-н Белореченский, п Родники, пер Тепличный, д. 12 ",0.29478373494331395,0.2083678469455575,0.5669741034507751,0.8814825915502956,0.43885738792510126,0.9688068713344784,0.7793107452538828,0.8921702955218334,0.8633894205471857,0.8009187525506029,0.8524753138157369,0.8100452423095703,0.9495757102681768,0.69867516831835,0,п Родники,0,0,0,1,0
